Price,Location,Room,Bath Room,Area
7 Crore,"Soan Garden - Block F, Soan Garden",7,6,1 Kanal
38 Crore,"F-7, Islamabad",5,6,1.3 Kanal
6.8 Crore,"G-13, Islamabad",4,4,7 Marla
3.95 Crore,"G-13, Islamabad",4,4,4 Marla
12.5 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
21.9 Crore,"DHA Defence Phase 5, DHA Defence",8,6,1.8 Kanal
4.15 Crore,"Fazaia Housing Scheme, Tarnol",5,6,10 Marla
4.5 Crore,"G-10/4, G-10",5,5,6 Marla
14.5 Crore,"DHA Phase 2 - Sector G, DHA Defence Phase 2",7,7,1 Kanal
11.5 Crore,"DHA Phase 2 - Sector G, DHA Defence Phase 2",6,7,1 Kanal
12 Crore,"DHA Phase 2 - Sector D, DHA Defence Phase 2",6,7,1 Kanal
1 Arab,"F-7/3, F-7",4,,4 Kanal
45 Crore,"F-7, Islamabad",6,6,2 Kanal
26 Crore,"F-7, Islamabad",5,5,1.3 Kanal
48 Crore,"F-7, Islamabad",6,6,1.3 Kanal
80 Crore,"F-7/3, F-7",10,,4 Kanal
40 Crore,"F-8, Islamabad",9,,1 Kanal
3.9 Crore,"Bahria Enclave, Bahria Town",5,6,10 Marla
16.5 Crore,"DHA Defence Phase 3, DHA Defence",6,6,1.5 Kanal
3.3 Crore,"Soan Garden - Block F, Soan Garden",5,5,7 Marla
5 Crore,"Bani Gala, Islamabad",4,5,1.3 Kanal
4 Crore,"Bani Gala, Islamabad",5,5,10 Marla
3 Crore,"Bahria Enclave - Sector H, Bahria Enclave",3,4,5 Marla
2.5 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3,4,5 Marla
8.9 Crore,"G-13, Islamabad",6,7,10 Marla
6 Crore,"G-16, Islamabad",6,6,12.4 Marla
2.5 Crore,"Jinnah Gardens, FECHS",4,5,5 Marla
7.9 Crore,"DHA Phase 1 - Sector B, DHA Defence Phase 1",6,6,1.2 Kanal
39 Crore,"DHA Defence Phase 2, DHA Defence",6,6,2 Kanal
9 Crore,"G-13/3, G-13",6,6,10 Marla
8.75 Crore,"G-13/3, G-13",6,6,10.9 Marla
55 Crore,"F-7, Islamabad",5,6,2.3 Kanal
75 Crore,"F-6, Islamabad",4,5,3.2 Kanal
18 Crore,"D-12/4, D-12",9,6,1 Kanal
15.5 Crore,"D-12/4, D-12",5,5,14 Marla
9.75 Crore,"D-12/1, D-12",7,6,8 Marla
13.5 Crore,"D-12/4, D-12",5,5,10 Marla
60 Crore,"F-8, Islamabad",8,,3.6 Kanal
30 Crore,"F-8, Islamabad",10,,2 Kanal
65 Crore,"F-8, Islamabad",8,6,4 Kanal
22.5 Crore,"F-8, Islamabad",5,5,1 Kanal
26 Crore,"F-8, Islamabad",6,6,1.3 Kanal
3.65 Crore,"Bani Gala, Islamabad",4,6,7 Marla
5.8 Crore,"G-11, Islamabad",2,3,8 Marla
4.55 Crore,"I-14, Islamabad",8,7,9.3 Marla
3.6 Crore,"I-14, Islamabad",6,7,8 Marla
6.1 Crore,"Soan Garden - Block H, Soan Garden",10,6,1 Kanal
32 Crore,"F-7/1, F-7",8,7,1.1 Kanal
4.15 Crore,"D-12, Islamabad",3,3,4 Marla
7.5 Crore,"DHA Defence Phase 1, DHA Defence",6,6,1.5 Kanal
2.4 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,4,5 Marla
2.45 Crore,"MPCHS - Multi Gardens, B-17",4,4,5 Marla
18.5 Crore,"G-9/1, G-9",,,14 Marla
2.6 Crore,"Faisal Margalla City, B-17",4,4,5 Marla
70 Crore,"E-7, Islamabad",6,6,1.9 Kanal
2.75 Crore,"Naval Anchorage, Islamabad",5,6,5 Marla
4.25 Crore,"Fazaia Housing Scheme Block E, Fazaia Housing Scheme",6,7,10 Marla
3.7 Crore,"Soan Garden - Block H, Soan Garden",6,6,10 Marla
3.1 Crore,"G-13/1, G-13",4,4,4 Marla
4.5 Crore,"Soan Garden - Block B, Soan Garden",7,6,9 Marla
3.7 Crore,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",5,6,8 Marla
3.7 Crore,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",5,6,8 Marla
18 Crore,"F-10, Islamabad",5,5,1 Kanal
30 Crore,"F-10, Islamabad",7,6,2 Kanal
2.65 Crore,"F-17, Islamabad",6,6,8 Marla
5.35 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,5,10 Marla
2.7 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",6,6,8 Marla
5.1 Crore,"G-13, Islamabad",4,4,7 Marla
10.25 Crore,"D-12/1, D-12",6,7,8 Marla
2.6 Crore,"Faisal Town Phase 1 - Block C, Faisal Town Phase 1",4,4,5 Marla
70 Crore,"F-8, Islamabad",5,6,4 Kanal
8.75 Crore,"Naval Anchorage, Islamabad",6,6,1 Kanal
4.8 Crore,"D-12, Islamabad",3,3,4 Marla
8.75 Crore,"D-12, Islamabad",5,5,8 Marla
3.6 Crore,"MPCHS - Block D, MPCHS - Multi Gardens",4,6,8 Marla
8.3 Crore,"MPCHS - Block C, MPCHS - Multi Gardens",6,7,1 Kanal
2.5 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",3,4,7 Marla
2.5 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",4,5,5 Marla
3.15 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",5,7,7 Marla
7.25 Crore,"Soan Garden - Block B, Soan Garden",7,6,1 Kanal
6.75 Crore,"Soan Garden - Block D, Soan Garden",7,6,17 Marla
2.95 Crore,"Faisal Margalla City, B-17",4,4,5 Marla
2.7 Crore,"Faisal Margalla City, B-17",4,4,5 Marla
9.8 Crore,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",5,7,1 Kanal
20 Crore,"G-14/4, G-14",7,6,1.3 Kanal
4 Crore,"Bahria Enclave - Sector J, Bahria Enclave",5,6,10 Marla
4.7 Crore,"G-14/4, G-14",4,5,4 Marla
4.65 Crore,"DHA Defence Phase 2, DHA Defence",4,5,6 Marla
12.8 Crore,"DHA Defence Phase 2, DHA Defence",6,5,1 Kanal
5.65 Crore,"D-12, Islamabad",3,4,5 Marla
13.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
12.75 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
3.3 Crore,"Mumtaz City - Chanab Block, Mumtaz City",6,6,7 Marla
4 Crore,"Gulberg Residencia - Block I, Gulberg Residencia",5,7,7 Marla
4 Crore,"Top City 1 - Block A, Top City 1",6,6,10 Marla
45 Lakh,"Bhara kahu, Islamabad",2,2,2 Marla
6.7 Crore,"DHA Defence Phase 2, DHA Defence",5,5,10 Marla
4.1 Crore,"D-12, Islamabad",3,3,4 Marla
9.5 Crore,"D-12, Islamabad",5,5,8 Marla
3.4 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",7,7,8 Marla
4.5 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",3,3,10 Marla
3.4 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",5,6,7 Marla
4 Crore,"Faisal Margalla City, B-17",6,6,5 Marla
3.15 Crore,"Faisal Margalla City, B-17",5,5,5 Marla
2.3 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,5,5 Marla
2.3 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",3,4,5 Marla
2.35 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",5,5,5 Marla
2 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",3,4,5 Marla
2.5 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,5,5 Marla
3.96 Crore,"Faisal Margalla City, B-17",6,6,8 Marla
6.3 Crore,"DHA Phase 1 - Sector F, DHA Defence Phase 1",5,6,12 Marla
4.1 Crore,"G-13, Islamabad",4,4,4 Marla
3.7 Crore,"Bahria Enclave - Sector N, Bahria Enclave",5,5,8 Marla
4.35 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,5,10 Marla
2.35 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3,5,5 Marla
11.95 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
2.15 Crore,"Bani Gala, Islamabad",5,6,7 Marla
4.2 Crore,"Gulberg Residencia - Block F, Gulberg Residencia",5,7,7 Marla
2.35 Crore,"Margalla View Housing Society, D-17",4,6,7 Marla
4.1 Crore,"Margalla View Housing Society, D-17",5,6,10 Marla
1.25 Crore,"Bhara kahu, Islamabad",2,2,8.5 Marla
5.95 Crore,"G-13, Islamabad",5,6,7 Marla
12.2 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
11.49 Crore,"DHA Defence Phase 2, DHA Defence",5,7,1 Kanal
4 Crore,"MPCHS - Multi Gardens, B-17",6,6,5 Marla
4 Crore,"B-17, Islamabad",6,6,5 Marla
18 Crore,"D-12/4, D-12",5,5,1 Kanal
2.6 Crore,"Mumtaz City - Chanab Block, Mumtaz City",4,6,5.6 Marla
5.85 Crore,"G-13, Islamabad",5,6,8 Marla
2.4 Crore,"Bahria Enclave - Sector B1, Bahria Enclave",5,6,5 Marla
2.8 Crore,"Bahria Enclave - Sector B1, Bahria Enclave",3,5,5 Marla
23 Crore,"F-6, Islamabad",5,5,17.8 Marla
8.35 Crore,"F-10, Islamabad",3,4,8.7 Marla
2.75 Crore,"Bahria Enclave - Sector B1, Bahria Enclave",3,6,5 Marla
13.7 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
11.9 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
6.75 Crore,"DHA Defence Phase 2, DHA Defence",5,6,10 Marla
3.1 Crore,"Bahria Enclave - Sector B1, Bahria Enclave",3,4,5 Marla
2.6 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3,4,5 Marla
12.7 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
12.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
10.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
11 Crore,"G-13, Islamabad",6,6,14 Marla
4 Crore,"Telegardens (T&T ECHS), F-17",7,7,10 Marla
15 Crore,"G-9, Islamabad",8,6,12 Marla
11.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
4.25 Crore,"Fazaia Housing Scheme Block F, Fazaia Housing Scheme",5,6,10 Marla
11 Crore,"Bahria Enclave - Sector C, Bahria Enclave",6,7,1 Kanal
12.7 Crore,"DHA Phase 2 - Sector A, DHA Defence Phase 2",5,7,1 Kanal
1.4 Crore,"Airport Green Garden - Block A, Airport Green Garden",2,3,5 Marla
3.4 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",4,7,7 Marla
2.4 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",2,3,7 Marla
3.75 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",7,6,7 Marla
6 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",6,7,12 Marla
6.75 Crore,"DHA Defence Phase 2, DHA Defence",5,6,10 Marla
13 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
45 Crore,"F-8, Islamabad",6,6,17.8 Marla
4 Arab,"F-7, Islamabad",8,,4 Kanal
4.3 Crore,"G-10/4, G-10",4,5,3.5 Marla
17 Crore,"G-9, Islamabad",9,7,14.7 Marla
55 Crore,"F-7/3, F-7",6,6,1.1 Kanal
16.5 Crore,"G-9, Islamabad",7,6,16 Marla
14.5 Crore,"D-12, Islamabad",6,6,14 Marla
11.9 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
4.5 Crore,"DHA Phase 5 - Sector F, DHA Defence Phase 5",5,5,8 Marla
11.65 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
10 Crore,"DHA Phase 2 - Sector D, DHA Defence Phase 2",6,7,1 Kanal
2.4 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",2,3,8 Marla
2.15 Crore,"Bani Gala, Islamabad",5,6,6 Marla
17 Crore,"Park Enclave, Islamabad",5,6,1 Kanal
4.8 Crore,"I-10, Islamabad",5,5,6 Marla
24.5 Crore,"F-6, Islamabad",4,,1 Kanal
13.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
2.4 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3,4,5 Marla
5.8 Crore,"I-11/2, I-11",8,6,8 Marla
7.25 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",7,7,12 Marla
10 Crore,"DHA Defence Phase 5, DHA Defence",6,6,1 Kanal
6.85 Crore,"G-11/3, G-11",5,5,8 Marla
16 Crore,"F-11, Islamabad",6,6,1 Kanal
6.75 Crore,"G-9/4, G-9",5,5,6.7 Marla
14.5 Crore,"G-9/3, G-9",9,6,14 Marla
15 Crore,"F-11/2, F-11",5,5,1.3 Kanal
75 Crore,"F-8/1, F-8",7,7,3.6 Kanal
2.7 Crore,"Bahria Enclave - Sector N, Bahria Enclave",4,5,5 Marla
10.9 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
14.9 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
7.5 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",7,6,1 Kanal
1.25 Crore,"Roshan Pakistan Scheme, E-16/1",,,8 Marla
8.8 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
7.45 Crore,"DHA Defence Phase 2, DHA Defence",5,6,12 Marla
27 Crore,"F-7, Islamabad",5,5,1.3 Kanal
11.7 Crore,"DHA Phase 2 - Sector E, DHA Defence Phase 2",7,7,1 Kanal
12.2 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",5,6,1 Kanal
3.65 Crore,"Faisal Town - F-18, Islamabad",4,4,8 Marla
5.25 Crore,"CBR Town Phase 1 - Block C, CBR Town Phase 1",7,7,14 Marla
4.15 Crore,"G-13, Islamabad",4,4,4 Marla
4.3 Crore,"MPCHS - Multi Gardens, B-17",5,6,8 Marla
10.25 Crore,"D-12, Islamabad",7,6,8 Marla
11.5 Crore,"D-12, Islamabad",6,6,10 Marla
22 Crore,"F-11, Islamabad",6,6,1.3 Kanal
1.6 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",2,2,5 Marla
9.25 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
10.9 Crore,"DHA Phase 2 - Sector F, DHA Defence Phase 2",6,6,1 Kanal
22 Crore,"DHA Defence Phase 1, DHA Defence",5,6,2 Kanal
12.8 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
13.9 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
11.9 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
2.2 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3,5,5 Marla
5.5 Crore,"Bahria Enclave, Bahria Town",5,6,10 Marla
2.4 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3,5,5 Marla
2.6 Crore,"Bahria Enclave - Sector N, Bahria Enclave",4,5,5 Marla
4.25 Crore,"Gulberg Residencia - Block F, Gulberg Residencia",5,5,7 Marla
45 Crore,"F-7, Islamabad",5,6,2 Kanal
19.9 Crore,"F-6, Islamabad",5,6,16 Marla
34.5 Crore,"F-6, Islamabad",5,6,1.3 Kanal
4.25 Crore,"D-12/3, D-12",4,4,4 Marla
11.8 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
70 Crore,"F-7/3, F-7",5,5,2.5 Kanal
19.5 Crore,"D-12, Islamabad",6,7,1 Kanal
2.9 Crore,"I-14/3, I-14",4,4,5 Marla
9.4 Crore,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",6,6,1 Kanal
4.3 Crore,"MPCHS - Multi Gardens, B-17",6,6,8 Marla
16.5 Crore,"D-12, Islamabad",6,6,14 Marla
14.5 Crore,"D-12, Islamabad",7,6,14 Marla
13.5 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
12.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
3.95 Crore,"G-13, Islamabad",4,5,4 Marla
9.75 Crore,"E-11, Islamabad",6,,16 Marla
8.5 Crore,"D-12/1, D-12",4,5,10 Marla
6.8 Crore,"G-13/3, G-13",5,7,7 Marla
7 Crore,"G-13, Islamabad",5,6,7 Marla
13.5 Crore,"DHA Phase 2 - Sector F, DHA Defence Phase 2",8,6,1 Kanal
4.25 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
4.4 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
5.15 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
4.4 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
4.75 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
75 Crore,"E-7, Islamabad",6,7,1.6 Kanal
35 Crore,"F-10, Islamabad",7,,2 Kanal
18 Crore,"F-10, Islamabad",7,6,1.2 Kanal
90 Crore,"F-7, Islamabad",6,6,4 Kanal
8.35 Crore,"D-12/4, D-12",7,6,8 Marla
3.95 Crore,"D-12/3, D-12",4,4,5.6 Marla
34 Crore,"G-11, Islamabad",,,2 Kanal
3 Crore,"G-16/4, G-16",5,6,8 Marla
2.8 Crore,"Pakistan Town - Phase 1, Pakistan Town",3,4,12 Marla
3.15 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",5,6,8 Marla
12 Crore,"D-12, Islamabad",6,6,10 Marla
4.5 Crore,"D-12, Islamabad",4,4,4.4 Marla
6.5 Crore,"E-11, Islamabad",5,5,10 Marla
50 Crore,"F-7, Islamabad",6,6,2 Kanal
5.65 Crore,"E-11, Islamabad",5,6,6 Marla
13.8 Crore,"G-10/2, G-10",4,4,1.1 Kanal
7.4 Crore,"E-11, Islamabad",5,5,8 Marla
5 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",4,6,10 Marla
3.35 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",4,5,7 Marla
8.4 Crore,"G-13, Islamabad",6,6,10 Marla
7.45 Crore,"G-9/4, G-9",5,6,6.7 Marla
10.5 Crore,"DHA Defence Phase 5, DHA Defence",5,5,1 Kanal
14.75 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
1.6 Crore,"Park View - Block J, Park View City",4,5,5 Marla
16.5 Crore,"G-11, Islamabad",6,6,1 Kanal
2.1 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,6,5 Marla
3.5 Crore,"MPCHS - Block C, MPCHS - Multi Gardens",4,6,8 Marla
4.3 Crore,"MPCHS - Block C, MPCHS - Multi Gardens",4,6,8 Marla
4.6 Crore,"Top City 1 - Block A, Top City 1",5,6,10 Marla
13.75 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",5,6,1 Kanal
24 Crore,"Park Enclave 1, Park Enclave",6,6,1 Kanal
5.35 Crore,"AGOCHS Phase 1, AGOCHS",4,4,1 Kanal
4 Crore,"I-14/4, I-14",4,4,7 Marla
6.9 Crore,"Naval Anchorage, Islamabad",8,6,14 Marla
5.35 Crore,"D-12, Islamabad",4,4,5 Marla
6.75 Crore,"DHA Defence Phase 2, DHA Defence",5,5,10 Marla
14 Crore,"E-11, Islamabad",8,,1 Kanal
12.7 Crore,"G-13/2, G-13",7,,14.2 Marla
11.25 Crore,"G-13/2, G-13",7,,14.2 Marla
4.7 Crore,"Faisal Town - F-18, Islamabad",6,6,10 Marla
3.85 Crore,"Faisal Town - F-18, Islamabad",6,6,8 Marla
11.75 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
13.75 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
12 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
6.25 Crore,"G-15/1, G-15",7,6,14 Marla
39 Lakh,"Tarnol, Islamabad",2,1,4 Marla
11.5 Crore,"DHA Phase 2 - Sector C, DHA Defence Phase 2",6,7,1 Kanal
13.95 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",8,7,1 Kanal
7.75 Crore,"DHA Phase 2 - Sector D, DHA Defence Phase 2",6,7,1 Kanal
5.4 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,5,10 Marla
2.9 Crore,"Bahria Enclave - Sector G, Bahria Enclave",3,4,5 Marla
12.5 Crore,"G-10/2, G-10",8,6,12 Marla
4.65 Crore,"D-12/3, D-12",3,5,4 Marla
4.75 Crore,"D-12/1, D-12",3,4,4 Marla
1.4 Crore,"Gulshan-e-Sehat 1, E-18",2,3,8 Marla
3.5 Crore,"Gulshan-e-Sehat 1, E-18",6,6,10 Marla
4.3 Crore,"G-13/1, G-13",5,5,4 Marla
3.5 Crore,"Faisal Margalla City, B-17",5,4,10 Marla
21 Crore,"F-11, Islamabad",6,6,1.3 Kanal
12.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
3.4 Crore,"MPCHS - Block D, MPCHS - Multi Gardens",6,6,8 Marla
3.7 Crore,"Faisal Town - F-18, Islamabad",5,6,8 Marla
3.85 Crore,"I-10, Islamabad",5,5,6 Marla
3.6 Crore,"I-10, Islamabad",4,4,4 Marla
3.5 Crore,"I-10, Islamabad",5,4,4 Marla
3.6 Crore,"I-10, Islamabad",5,4,4 Marla
11.9 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",5,7,1 Kanal
5.5 Crore,"Soan Garden, Islamabad",7,6,1 Kanal
3.1 Crore,"Jinnah Gardens, FECHS",5,6,8 Marla
3.45 Crore,"Jinnah Gardens, FECHS",5,6,8 Marla
3.3 Crore,"Jinnah Gardens, FECHS",5,6,8 Marla
4.25 Crore,"PWD Housing Scheme, Islamabad",5,6,10 Marla
3.4 Crore,"Jinnah Gardens, FECHS",5,6,8 Marla
6 Crore,"CBR Town, Islamabad",7,6,14.2 Marla
8.75 Crore,"D-12/2, D-12",4,6,8 Marla
6.25 Crore,"Eighteen, Kashmir Highway",4,5,16 Marla
4.5 Crore,"G-9, Islamabad",4,5,6 Marla
4.15 Crore,"Top City 1, Islamabad",5,6,10 Marla
1.35 Crore,"Mumtaz City, Islamabad",2,3,5 Marla
15.1 Crore,"F-11/3, F-11",4,4,18 Marla
42 Crore,"F-8, Islamabad",6,6,2 Kanal
4.75 Crore,"D-12, Islamabad",3,3,4 Marla
1.8 Crore,"Ghauri Town Phase 4A, Ghauri Town",4,5,5 Marla
3.75 Crore,"DHA Phase 1 - Sector F, DHA Defence Phase 1",3,4,11 Marla
15 Crore,"DHA Defence Phase 2, DHA Defence",8,6,1.5 Kanal
10 Crore,"DHA Phase 2 - Sector D, DHA Defence Phase 2",6,6,1 Kanal
2.8 Crore,"Gulberg Residencia, Gulberg",4,4,5 Marla
4 Crore,"Margalla View Society - Block A, Margalla View Housing Society",5,6,10 Marla
8.25 Crore,"E-11/1, E-11",6,6,11 Marla
3.2 Crore,"G-13, Islamabad",4,4,4 Marla
2.65 Crore,"Soan Garden - Block B, Soan Garden",5,6,6 Marla
1.2 Crore,"Zamar Valley, Kashmir Highway",3,3,4.5 Marla
1.05 Crore,"Bani Gala, Islamabad",2,3,5 Marla
4 Crore,"Soan Garden, Islamabad",4,4,15 Marla
10.75 Crore,"DHA Phase 2 - Sector G, DHA Defence Phase 2",5,7,1 Kanal
11.49 Crore,"DHA Phase 2 - Sector D, DHA Defence Phase 2",5,7,1 Kanal
32 Crore,"F-6/2, F-6",5,,1.1 Kanal
10 Crore,"DHA Phase 2 - Sector D, DHA Defence Phase 2",6,7,1 Kanal
3.15 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",5,6,7 Marla
3.65 Crore,"I-11, Islamabad",5,5,5 Marla
9 Crore,"E-11, Islamabad",7,6,16 Marla
9.5 Crore,"G-9, Islamabad",6,6,14.2 Marla
32 Crore,"F-11, Islamabad",8,,1.3 Kanal
11.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
4.8 Crore,"Zaraj Scheme - Sector C, Zaraj Housing Scheme",5,5,10 Marla
12 Crore,"G-13, Islamabad",6,7,14.2 Marla
5.7 Crore,"G-13, Islamabad",5,6,8 Marla
3.1 Crore,"Bahria Enclave - Sector B1, Bahria Enclave",3,3,5 Marla
1.9 Crore,"Soan Garden, Islamabad",3,4,10 Marla
10.9 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",10,6,1 Kanal
2.1 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,4,5 Marla
27.5 Crore,"F-8, Islamabad",7,7,1 Kanal
15 Crore,"D-12, Islamabad",7,7,14.2 Marla
8.5 Crore,"G-13, Islamabad",7,7,10.9 Marla
10.5 Crore,"G-13, Islamabad",7,7,14.2 Marla
