Price,Location,Room,Bath Room,Area
6.5 Crore,"PWD Housing Scheme, Islamabad",6,6,12 Marla
32.5 Crore,"F-10, Islamabad",7,,2 Kanal
31 Crore,"F-6, Islamabad",,,1.9 Kanal
35 Crore,"F-10/4, F-10",6,7,2 Kanal
60 Crore,"F-7/3, F-7",6,7,1.3 Kanal
45 Crore,"F-7/1, F-7",6,7,1.3 Kanal
38 Crore,"F-11/3, F-11",6,6,1.8 Kanal
40 Crore,"F-11/4, F-11",6,7,2 Kanal
72 Crore,"E-7, Islamabad",6,7,1.6 Kanal
19 Crore,"I-8, Islamabad",7,,14.2 Marla
5 Crore,"F-17, Islamabad",6,6,1 Kanal
11.5 Crore,"D-12, Islamabad",5,6,10 Marla
6.25 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
3.5 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",4,4,8 Marla
3.65 Crore,"G-13, Islamabad",4,4,4 Marla
5.6 Crore,"G-13/2, G-13",6,6,8 Marla
1.3 Arab,"F-6/2, F-6",11,7,4.8 Kanal
23 Crore,"F-8, Islamabad",4,5,1 Kanal
27.25 Crore,"F-8, Islamabad",5,5,1.3 Kanal
13.5 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
13.9 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
6.25 Crore,"Margalla Town Phase 1, Margalla Town",6,6,9 Marla
50 Crore,"F-6/4, F-6",6,6,2.1 Kanal
3.9 Crore,"G-14/4, G-14",4,5,4 Marla
6.5 Crore,"G-13, Islamabad",6,6,8 Marla
3.55 Crore,"G-13/1, G-13",4,3,4 Marla
32 Crore,"F-11/4, F-11",9,7,1 Kanal
1.75 Arab,"F-8, Islamabad",8,6,4 Kanal
24 Crore,"F-11/2, F-11",6,7,1.3 Kanal
1.15 Arab,"F-7, Islamabad",6,6,2.1 Kanal
45 Crore,"F-10/4, F-10",7,7,2 Kanal
28 Crore,"F-10, Islamabad",5,7,1 Kanal
32 Crore,"F-8/3, F-8",5,5,1.1 Kanal
19.5 Crore,"F-11/4, F-11",6,6,1 Kanal
4 Crore,"D-12/3, D-12",,,4 Marla
10.5 Crore,"D-12/1, D-12",7,6,8 Marla
12.2 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
4.65 Crore,"D-12/1, D-12",3,4,4 Marla
2.9 Crore,"E-16/3, E-16",5,6,10 Marla
2.3 Crore,"Gulshan-e-Sehat 1 - Block D, Gulshan-e-Sehat 1",6,6,7 Marla
4.55 Crore,"Top City 1, Islamabad",6,6,10 Marla
4.8 Crore,"Bahria Enclave, Bahria Town",5,6,10 Marla
5.5 Crore,"Bahria Enclave, Bahria Town",5,6,10 Marla
3.5 Crore,"Bani Gala, Islamabad",6,6,7 Marla
3.75 Crore,"MPCHS - Block C1, MPCHS - Multi Gardens",5,5,8 Marla
3.5 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",6,6,10 Marla
3.5 Crore,"G-14/4, G-14",4,4,4 Marla
2.9 Crore,"G-13/4, G-13",4,4,4 Marla
7.1 Crore,"G-13/2, G-13",5,6,8 Marla
3.7 Crore,"G-14/4, G-14",4,5,4 Marla
3.15 Crore,"G-13/1, G-13",4,4,4 Marla
32 Crore,"F-11, Islamabad",7,7,1 Kanal
70 Crore,"G-6/3, G-6",6,7,3.3 Kanal
9.7 Crore,"F-11/2, F-11",7,7,9.3 Marla
1 Arab,"F-7/4, F-7",11,7,4 Kanal
40 Crore,"F-7/1, F-7",9,7,1 Kanal
50 Crore,"G-6, Islamabad",6,7,2.4 Kanal
1.35 Arab,"F-7/4, F-7",11,7,4 Kanal
3.8 Crore,"G-16/4, G-16",5,6,7 Marla
6.5 Crore,"MPCHS - Block B, MPCHS - Multi Gardens",6,7,14 Marla
2.32 Crore,"Mumtaz City, Islamabad",5,6,5 Marla
1.82 Crore,"Mumtaz City, Islamabad",4,5,5 Marla
4.8 Crore,"Top City 1, Islamabad",,,10 Marla
20 Crore,"G-14, Islamabad",8,7,1.3 Kanal
2.45 Crore,"Mumtaz City, Islamabad",5,7,5.6 Marla
8.5 Crore,"Bahria Town, Islamabad",6,6,1 Kanal
3.35 Crore,"G-13/1, G-13",4,5,4 Marla
3.5 Crore,"G-13/4, G-13",4,5,4.4 Marla
4.5 Crore,"G-14/4, G-14",5,5,5 Marla
14.9 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
10 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
9.95 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
13.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
11.5 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
12.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
6.75 Crore,"D-12, Islamabad",3,3,4 Marla
2.7 Crore,"MPCHS - Multi Gardens, B-17",4,5,5 Marla
9.5 Crore,"Naval Anchorage, Islamabad",6,6,1 Kanal
2.35 Crore,"MPCHS - Multi Gardens, B-17",4,5,5 Marla
6.5 Crore,"G-13, Islamabad",4,4,7 Marla
2.3 Crore,"MPCHS - Multi Gardens, B-17",4,5,5 Marla
2.8 Crore,"MPCHS - Multi Gardens, B-17",4,5,5 Marla
2.5 Crore,"MPCHS - Multi Gardens, B-17",4,5,5 Marla
2.25 Crore,"MPCHS - Multi Gardens, B-17",4,5,5 Marla
5.9 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
3.05 Crore,"Mumtaz City, Islamabad",5,6,8 Marla
4.65 Crore,"Top City 1, Islamabad",,,10 Marla
17 Crore,"F-10/4, F-10",,,1 Kanal
36 Crore,"F-10/4, F-10",,,2 Kanal
3.15 Crore,"G-13/1, G-13",4,4,4 Marla
7.25 Crore,"G-10, Islamabad",5,7,7 Marla
18 Crore,"G-9, Islamabad",7,7,12 Marla
9.3 Crore,"DHA Defence Phase 5, DHA Defence",6,6,1 Kanal
65 Crore,"F-6, Islamabad",9,6,2 Kanal
2.7 Crore,"Bahria Enclave - Sector H, Bahria Enclave",3,4,5 Marla
2.47 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3,4,5 Marla
4.5 Crore,"D-12, Islamabad",3,4,4 Marla
13 Crore,"D-12, Islamabad",5,6,10 Marla
5.75 Crore,"D-12, Islamabad",4,4,5 Marla
10 Crore,"D-12, Islamabad",4,5,8 Marla
3.9 Crore,"D-12, Islamabad",3,4,4 Marla
2.5 Crore,"MPCHS - Multi Gardens, B-17",4,5,5 Marla
10.85 Crore,"G-13, Islamabad",6,7,14 Marla
6.75 Crore,"Soan Garden, Islamabad",6,6,1 Kanal
9.3 Crore,"G-13, Islamabad",6,7,10 Marla
8.15 Crore,"G-13, Islamabad",6,7,10 Marla
8 Crore,"G-16/4, G-16",6,6,1 Kanal
3.1 Crore,"I-14, Islamabad",5,6,6 Marla
2.98 Crore,"I-14, Islamabad",5,6,6 Marla
8.5 Crore,"G-13, Islamabad",,,10.9 Marla
16.5 Crore,"D-12, Islamabad",9,6,1 Kanal
4.8 Crore,"D-12/1, D-12",3,4,4 Marla
26 Crore,"D-12/4, D-12",8,,1 Kanal
5.1 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,5,10 Marla
19 Crore,"D-12/2, D-12",7,6,1 Kanal
5.65 Crore,"Bahria Enclave, Bahria Town",5,6,10 Marla
75 Lakh,"Burma Town, Islamabad",2,2,5 Marla
1.65 Crore,"Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector",3,3,8 Marla
3.4 Crore,"G-13, Islamabad",4,5,4.4 Marla
26 Crore,"Eighteen, Kashmir Highway",,,4 Kanal
65 Crore,"E-7, Islamabad",,,2 Kanal
11.5 Crore,"D-12, Islamabad",5,6,10 Marla
2.85 Crore,"Naval Anchorage - Block G, Naval Anchorage",4,4,5 Marla
16.5 Crore,"F-10, Islamabad",5,6,1 Kanal
25 Crore,"F-8, Islamabad",5,6,1.1 Kanal
65 Crore,"F-8, Islamabad",10,6,4 Kanal
3.7 Crore,"Jinnah Gardens, FECHS",4,6,8 Marla
3.4 Crore,"Jinnah Gardens, FECHS",5,6,8 Marla
2.6 Crore,"Naval Anchorage, Islamabad",4,5,5 Marla
8.5 Crore,"Naval Anchorage, Islamabad",6,6,1 Kanal
5 Crore,"G-13, Islamabad",4,5,4 Marla
5.25 Crore,"Soan Garden, Islamabad",3,4,1 Kanal
3.7 Crore,"Top City 1, Islamabad",5,6,10 Marla
4.6 Crore,"Top City 1, Islamabad",5,6,10 Marla
5.3 Crore,"D-12, Islamabad",4,4,5 Marla
5.15 Crore,"G-13/2, G-13",6,7,8 Marla
3.29 Crore,"G-13/1, G-13",5,5,4 Marla
2.65 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",6,6,8 Marla
3.9 Crore,"Bahria Enclave, Bahria Town",5,6,10 Marla
3 Crore,"Soan Garden, Islamabad",4,4,8 Marla
2.5 Crore,"I-10/1, I-10",7,4,4 Marla
1.35 Crore,"Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector",3,3,8 Marla
5.25 Crore,"G-11, Islamabad",5,5,5 Marla
3 Crore,"CBR Town Phase 1 - Block C, CBR Town Phase 1",4,6,7 Marla
1.3 Crore,"Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector",3,4,8 Marla
23 Crore,"Eighteen, Kashmir Highway",,,2 Kanal
29 Crore,"F-7, Islamabad",6,6,1.3 Kanal
3.45 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",5,6,8 Marla
2.4 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",2,3,8 Marla
3.15 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",5,6,8 Marla
3.4 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",5,6,8 Marla
10.75 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
11.9 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
13.5 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
2.3 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,5,5 Marla
3.3 Crore,"B-17, Islamabad",4,4,8 Marla
2.2 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,4,5 Marla
2.1 Crore,"Faisal Margalla City, B-17",4,4,5 Marla
2.25 Crore,"MPCHS - Multi Gardens, B-17",2,3,8 Marla
6.3 Crore,"Fazaia Housing Scheme Block B, Fazaia Housing Scheme",7,,1.2 Kanal
15.9 Crore,"G-13/2, G-13",6,6,1 Kanal
4.6 Crore,"Bahria Enclave, Bahria Town",5,6,10 Marla
12.5 Crore,"DHA Phase 2 - Sector H, DHA Defence Phase 2",5,7,1 Kanal
16.5 Crore,"E-11/2, E-11",,,1 Kanal
18 Crore,"G-9/1, G-9",5,6,14 Marla
4.15 Crore,"Top City 1 - Block A, Top City 1",5,6,10 Marla
55 Lakh,"I-16/3, I-16",2,2,4.1 Marla
5.15 Crore,"E-11, Islamabad",7,,6 Marla
4 Crore,"Shehzad Town, Islamabad",4,4,8 Marla
13.95 Crore,"Eighteen, Kashmir Highway",,,1 Kanal
25 Crore,"Eighteen, Kashmir Highway",,,2 Kanal
5.8 Crore,"Emaar Canyon Views, Islamabad",5,5,10 Marla
6.5 Crore,"DHA Defence Phase 5, DHA Defence",5,5,10 Marla
85 Crore,"E-7, Islamabad",10,6,2 Kanal
6.85 Crore,"G-11/3, G-11",4,4,8 Marla
1.75 Crore,"Bani Gala, Islamabad",5,6,5 Marla
5.8 Crore,"MPCHS - Block B, MPCHS - Multi Gardens",6,6,12 Marla
2.1 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,4,5 Marla
2.8 Crore,"MPCHS - Block C1, MPCHS - Multi Gardens",4,6,5 Marla
2.2 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,4,5 Marla
2.5 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,4,5 Marla
2.2 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",4,4,5 Marla
2.65 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",4,6,8 Marla
5.5 Crore,"MPCHS - Block C, MPCHS - Multi Gardens",5,6,12.4 Marla
3.6 Crore,"B-17, Islamabad",5,6,8 Marla
4.3 Crore,"Top City 1 - Block D, Top City 1",6,6,10 Marla
13.9 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",5,6,1 Kanal
36 Crore,"F-6, Islamabad",6,6,1.1 Kanal
17.5 Crore,"G-13, Islamabad",6,6,1 Kanal
9 Crore,"Emaar Canyon Views, Islamabad",5,5,1.3 Kanal
3.5 Crore,"Bahria Enclave - Sector N, Bahria Enclave",5,6,8 Marla
5.75 Crore,"Bahria Enclave, Bahria Town",5,6,10 Marla
3.9 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",4,6,10 Marla
35.5 Crore,"F-10, Islamabad",6,6,2.1 Kanal
12.2 Crore,"DHA Defence Phase 2, DHA Defence",7,6,1 Kanal
28.5 Crore,"D-12, Islamabad",8,6,1 Kanal
2.2 Crore,"Bani Gala, Islamabad",4,6,6 Marla
4.5 Crore,"Bani Gala, Islamabad",5,6,11 Marla
1.4 Crore,"Bani Gala, Islamabad",3,4,5 Marla
1 Crore,"Bani Gala, Islamabad",3,3,4 Marla
15 Crore,"F-6, Islamabad",3,4,10 Marla
2.8 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",,,5 Marla
2.6 Crore,"MPCHS - Block F, MPCHS - Multi Gardens",6,6,5 Marla
4.5 Crore,"Jinnah Gardens Phase 1, Jinnah Gardens",4,5,10 Marla
2.5 Crore,"Jinnah Gardens, FECHS",4,5,5 Marla
11.5 Crore,"D-12, Islamabad",6,6,10 Marla
27.25 Crore,"F-8/4, F-8",5,5,1.3 Kanal
10.23 Crore,"New Blue Area, Islamabad",,,4.1 Marla
1.35 Crore,"Chatha Bakhtawar, Islamabad",3,3,5 Marla
3.5 Crore,"Bahria Enclave, Bahria Town",5,5,8 Marla
25 Crore,"F-8, Islamabad",5,6,1 Kanal
4.25 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",5,5,8 Marla
27 Crore,"F-7, Islamabad",5,6,1.1 Kanal
9.8 Crore,"DHA Phase 5 - Sector A, DHA Defence Phase 5",6,6,1 Kanal
4.25 Crore,"I-14, Islamabad",5,6,7 Marla
16.5 Crore,"F-10/1, F-10",5,5,1 Kanal
3.9 Crore,"Faisal Town - F-18, Islamabad",5,6,8 Marla
12 Crore,"Bani Gala, Islamabad",7,6,1.1 Kanal
9.45 Crore,"G-13/3, G-13",6,7,10 Marla
13.75 Crore,"DHA Defence Phase 2, DHA Defence",5,7,1 Kanal
13.75 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",5,6,1 Kanal
25.75 Crore,"F-8, Islamabad",4,6,1 Kanal
38 Crore,"F-8/3, F-8",6,,1 Kanal
1.2 Arab,"E-7, Islamabad",10,,2.5 Kanal
10.5 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
7 Crore,"DHA Defence Phase 2, DHA Defence",5,6,10 Marla
4 Crore,"Chak Shahzad, Islamabad",5,6,8 Marla
1.6 Crore,"Kuri Road, Islamabad",5,6,5 Marla
10 Crore,"Green Avenue, Islamabad",6,6,1 Kanal
3.9 Crore,"Green Avenue, Islamabad",5,6,8 Marla
4 Crore,"Kuri Road, Islamabad",6,6,10 Marla
1.95 Crore,"Kuri Road, Islamabad",5,6,5 Marla
9 Crore,"D-12, Islamabad",4,4,8 Marla
1.95 Crore,"Chatha Bakhtawar, Islamabad",6,6,5 Marla
22 Crore,"DHA Phase 5 - Sector A, DHA Defence Phase 5",6,6,1.7 Kanal
4.3 Crore,"Bahria Enclave - Sector G, Bahria Enclave",5,6,8 Marla
2.6 Crore,"MPCHS - Multi Gardens, B-17",5,5,7 Marla
18 Crore,"DHA Defence Phase 2, DHA Defence",5,6,2 Kanal
11.5 Crore,"DHA Phase 2 - Sector G, DHA Defence Phase 2",6,6,1 Kanal
13.25 Crore,"I-8/2, I-8",9,6,12.4 Marla
75 Crore,"E-7, Islamabad",6,7,1.6 Kanal
5.25 Crore,"Bani Gala, Islamabad",7,7,15 Marla
3.85 Crore,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",5,5,8 Marla
4 Crore,"B-17, Islamabad",4,6,8 Marla
11.5 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
14 Crore,"D-12/4, D-12",6,6,10 Marla
2.2 Crore,"B-17, Islamabad",6,6,8 Marla
10.75 Crore,"G-13, Islamabad",6,6,14 Marla
16 Crore,"G-13/2, G-13",7,7,1 Kanal
5.25 Crore,"G-14/4, G-14",4,4,5 Marla
1.49 Crore,"Oleander Sector - DHA Homes, DHA Valley - Oleander Sector",3,4,8 Marla
3.5 Crore,"Soan Garden, Islamabad",7,6,10 Marla
3 Crore,"National Police Foundation O-9 - Block A, National Police Foundation O-9",6,6,1 Kanal
2.65 Crore,"Soan Garden, Islamabad",6,5,7 Marla
1.65 Crore,"CBR Town Phase 1 - Executive Block, CBR Town Phase 1",3,3,8 Marla
10.75 Crore,"G-13, Islamabad",7,7,14 Marla
4.75 Crore,"G-11, Islamabad",4,4,5.3 Marla
6.35 Crore,"G-13, Islamabad",5,6,8 Marla
4.5 Crore,"G-11, Islamabad",4,5,5.6 Marla
33 Crore,"F-8/3, F-8",6,6,1.2 Kanal
45 Crore,"F-8, Islamabad",9,7,2 Kanal
35 Crore,"F-10, Islamabad",8,7,2 Kanal
5.5 Crore,"G-9, Islamabad",5,5,6 Marla
5.5 Crore,"G-9, Islamabad",4,4,6 Marla
5 Crore,"G-14/4, G-14",5,5,5 Marla
3.45 Crore,"Jinnah Gardens, FECHS",5,6,7 Marla
9.5 Crore,"F-11, Islamabad",5,6,10.9 Marla
2.65 Crore,"Park View - Block B, Park View City",4,5,5 Marla
16.5 Crore,"DHA Defence Phase 2, DHA Defence",6,7,1 Kanal
4.3 Crore,"Park View - Block H, Park View City",4,5,8 Marla
2.65 Crore,"F-17, Islamabad",6,6,8 Marla
7.1 Crore,"G-13/2, G-13",5,7,7 Marla
2.4 Crore,"Bahria Enclave - Sector H, Bahria Enclave",3,3,5 Marla
10 Crore,"Bahria Golf City, Bahria Town",3,4,16 Marla
6.3 Crore,"Bahria Enclave - Sector C2, Bahria Enclave",5,7,10 Marla
3.65 Crore,"G-13/1, G-13",4,5,4 Marla
3.25 Crore,"G-13, Islamabad",4,5,4.4 Marla
9 Crore,"G-13, Islamabad",5,6,10.9 Marla
35 Crore,"F-8, Islamabad",5,6,1.6 Kanal
50 Crore,"F-7, Islamabad",6,6,2.1 Kanal
4.5 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
4.65 Crore,"Top City 1, Islamabad",6,6,10 Marla
5.8 Crore,"G-11, Islamabad",4,5,5.5 Marla
5.8 Crore,"G-13, Islamabad",4,5,8 Marla
11.5 Crore,"G-9, Islamabad",6,6,14 Marla
11.5 Crore,"G-9, Islamabad",6,6,12 Marla
5.5 Crore,"Emaar Canyon Views, Islamabad",5,6,10 Marla
5.7 Crore,"G-10/4, G-10",4,4,6.6 Marla
34 Crore,"F-10/4, F-10",6,6,2 Kanal
2.7 Crore,"Bani Gala, Islamabad",4,6,8 Marla
4.5 Crore,"G-14/4, G-14",4,5,4 Marla
3.4 Crore,"Faisal Town - F-18, Islamabad",6,6,8 Marla
10.8 Crore,"G-13/1, G-13",5,7,14 Marla
8 Crore,"DHA Phase 1 - Sector E, DHA Defence Phase 1",6,6,1 Kanal
5.6 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5,6,10 Marla
4.6 Crore,"DHA Phase 2 - Sector J, DHA Defence Phase 2",4,5,6 Marla
4.5 Crore,"G-13/1, G-13",4,5,4 Marla
3.35 Crore,"G-13/1, G-13",4,5,4 Marla
3.4 Crore,"Jinnah Gardens, FECHS",5,5,7 Marla
2.5 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",5,5,7 Marla
2.65 Crore,"Soan Garden, Islamabad",5,5,5 Marla
5.75 Crore,"G-11, Islamabad",5,5,5.5 Marla
4.25 Crore,"G-13, Islamabad",10,5,4.4 Marla
4.3 Crore,"G-13, Islamabad",4,5,4.4 Marla
4.1 Crore,"G-13, Islamabad",4,5,4.4 Marla
3 Crore,"G-13, Islamabad",4,4,4.4 Marla
8.5 Crore,"G-13, Islamabad",5,6,10.9 Marla
10.9 Crore,"DHA Defence Phase 2, DHA Defence",6,6,1 Kanal
11.75 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
6.75 Crore,"DHA Defence Phase 2, DHA Defence",5,6,10 Marla
2.06 Crore,"Airport Enclave Villas, Airport Enclave",,,5 Marla
2.06 Crore,"Airport Enclave Villas, Airport Enclave",,,5 Marla
13.2 Crore,"DHA Phase 2 - Sector G, DHA Defence Phase 2",5,6,1 Kanal
5.65 Crore,"D-12/4, D-12",4,4,5 Marla
4.5 Crore,"I-11/1, I-11",5,5,6 Marla
22 Crore,"F-11, Islamabad",7,6,1.1 Kanal
16.5 Crore,"G-13, Islamabad",7,7,1 Kanal
16.7 Crore,"G-13, Islamabad",8,7,1 Kanal
3.75 Crore,"Bahria Enclave, Bahria Town",5,5,9 Marla
5.5 Crore,"Bahria Enclave - Sector A, Bahria Enclave",6,7,10 Marla
9.9 Crore,"I-8, Islamabad",6,6,12 Marla
14.5 Crore,"F-6/1, F-6",4,3,10 Marla
3.4 Crore,"Jinnah Gardens, FECHS",5,6,7 Marla
3.45 Crore,"Jinnah Gardens, FECHS",5,6,7 Marla
4.5 Crore,"Jinnah Gardens, FECHS",4,4,10 Marla
2.4 Crore,"Jinnah Gardens, FECHS",2,3,7 Marla
1.1 Crore,"E-18, Islamabad",2,3,5.6 Marla
5.75 Crore,"D-12, Islamabad",4,4,5 Marla
7.1 Crore,"G-13/2, G-13",4,5,8 Marla
3.7 Crore,"B-17, Islamabad",5,6,8 Marla
14.75 Crore,"DHA Defence Phase 2, DHA Defence",5,5,1 Kanal
13.5 Crore,"DHA Defence Phase 2, DHA Defence",5,5,1 Kanal
10.6 Crore,"DHA Defence Phase 5, DHA Defence",5,5,1 Kanal
14.75 Crore,"DHA Defence Phase 2, DHA Defence",5,5,1 Kanal
22 Crore,"F-11/1, F-11",7,6,1.3 Kanal
7.5 Crore,"G-13, Islamabad",6,6,10 Marla
13.7 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
2.45 Crore,"MPCHS - Multi Gardens, B-17",,,5 Marla
5.8 Crore,"Bahria Enclave - Sector F, Bahria Enclave",5,5,11 Marla
5.2 Crore,"G-13, Islamabad",,,8 Marla
3.4 Crore,"G-13, Islamabad",4,5,4 Marla
1 Crore,"Thanda Pani, Islamabad",2,2,5 Marla
3.85 Crore,"G-13, Islamabad",4,5,4.4 Marla
25 Crore,"F-8, Islamabad",5,6,1 Kanal
10 Crore,"I-8/2, I-8",3,3,14 Marla
14 Crore,"I-8/3, I-8",5,5,14 Marla
3.25 Crore,"Bahria Enclave, Bahria Town",5,6,8 Marla
4.3 Crore,"B-17, Islamabad",5,6,8 Marla
7.25 Crore,"Fazaia Housing Scheme Block B, Fazaia Housing Scheme",5,6,1.2 Kanal
2.95 Crore,"G-11, Islamabad",4,3,3.6 Marla
69.5 Lakh,"DHA Valley - Lilly Sector, DHA Valley",2,2,5 Marla
13.95 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
12.5 Crore,"DHA Defence Phase 2, DHA Defence",5,6,1 Kanal
17.5 Crore,"F-10/1, F-10",7,6,1 Kanal
19.5 Crore,"F-11/4, F-11",8,6,1 Kanal
22.5 Crore,"F-10/2, F-10",8,6,1.2 Kanal
25 Crore,"F-7, Islamabad",6,6,1.3 Kanal
32 Crore,"F-10, Islamabad",8,6,2 Kanal
17 Crore,"F-10, Islamabad",9,6,1 Kanal
28.5 Crore,"F-7, Islamabad",5,6,1 Kanal
10.5 Crore,"G-13/3, G-13",7,6,14 Marla
23.5 Crore,"F-6, Islamabad",5,6,17.8 Marla
7.5 Crore,"Soan Garden - Block E, Soan Garden",7,6,1 Kanal
8.3 Crore,"MPCHS - Block C, MPCHS - Multi Gardens",6,6,1 Kanal
4.5 Crore,"F-15, Islamabad",6,6,10 Marla
4.8 Crore,"Bahria Enclave, Bahria Town",5,5,10 Marla
58 Crore,"F-6/3, F-6",6,6,2.3 Kanal
90 Crore,"F-6/2, F-6",9,6,2 Kanal
45 Crore,"F-7/2, F-7",6,6,2 Kanal
10.7 Crore,"I-8/4, I-8",6,6,14 Marla
11.5 Crore,"I-8/4, I-8",5,5,14 Marla
5.1 Crore,"G-13, Islamabad",5,5,7 Marla
14 Crore,"F-11, Islamabad",7,7,16 Marla
1.7 Arab,"E-7, Islamabad",10,7,2.5 Kanal
5.25 Crore,"G-13, Islamabad",6,7,8 Marla
8 Crore,"G-13, Islamabad",6,7,10.9 Marla
24 Crore,"F-8, Islamabad",4,4,1.1 Kanal
3.1 Crore,"Bhara kahu, Islamabad",6,6,12 Marla
8.5 Crore,"E-11, Islamabad",8,6,10.9 Marla
22 Crore,"F-11/3, F-11",8,6,1 Kanal
16 Crore,"F-10, Islamabad",7,6,1 Kanal
7 Crore,"E-11/3, E-11",6,6,10 Marla
16 Crore,"F-11/4, F-11",6,6,1 Kanal
15 Crore,"E-11/3, E-11",9,6,1 Kanal
